,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Release_Date,Summary,Meta_Score,User_Review
18180,Earthworm Jim 2,GBA,2002.0,Platform,Vivendi Games,0.02,0.01,0.0,0.0,0.03,2002-05-31,"Earthworm Jim returns in a madcap chase across the galaxy saving cows and thwarting lawyers all the way. Whip, run, jump and Snot swing your way through 10 of the most outrageous and untraditional levels anywhere. Returning favorite characters include; Princess What's-Her-Name, Psy-Crow, Peter Puppy, Bob the Goldfish, and several new villains as well!",45.0,6.0
18181,Street Supremacy,PSP,2005.0,Racing,Konami Digital Entertainment,0.03,0.0,0.0,0.0,0.03,2006-02-28,"Stepping away from the norm, Street Supremacy features innovative game modes that set it apart from other titles in the racing genre. This includes the unique 'Team Battle' mode, which doesn't utilize the traditional first, second and third place finishes. Players win the race by depleting their rival's Spirit Points, which are decreased by contact with walls, cars and by falling behind other racers. Divided into 15 areas, two teams compete to dominate the game map through individual races between the different players. By earning points for each victory, players can judge how they stack up against their rivals and cherry-pick their competition from the player roster as they look to seize territories. Win and increase team loyalty, recruit defeated riders and increase your supremacy on the streets while being upgraded in the rankings. But lose, and learn quickly that there are no points for second place in street racing. In addition to Street Supremacy’s stunning racing action, the cars in the game can also be modified to add an edge to the duels. The game's authentically modeled Nissans, Mitsubishis and Subarus can all be enhanced with new exhausts, paint jobs and spoilers. These all prove vital in shaving seconds off the lap times, while stickers and fancy lights can also be used to enhance the car's aesthetics, adding a layer of gloss to an already entertaining racer video game. Additionally, Street Supremacy also takes advantage of the PSP system's wireless functionality by letting gamers compete against a second player in the Vs. mode for a gripping head-to-head racing experience. [Konami]",41.0,6.5
18182,Combat Mission: Shock Force,PC,2007.0,Strategy,Paradox Interactive,0.0,0.03,0.0,0.01,0.03,2007-08-22,"At it's core, Combat Mission: Shock Force is a military simulation depicting a hypothetical near-future conflict in Syria following a fundamentalist coup d’état. As in Afghanistan 2001, the radical new government's refusal to shut down major terrorist organizations and its' regional destabilizing effect, compel NATO Coalition forces into action. The initial release of Combat Mission: Shock Force focuses on the actions of the US Stryker Brigade Combat Teams (SBCT) and Heavy Brigade Combat Teams (HBCT) as they fight against Syrian Army Infantry, Mechanized and Armored units. Combat Mission: Shock Force also features Unconventional Threat forces such as terrorists, spies, suicide bombers, IED's and other deadly tools employed in the asymmetric warfare of the modern day. Along with the standard Red vs. Blue engagements typified in most wargames, Combat Mission: Shock Force will also allow players to fight Red vs. Red (Syria vs. Syria) and Blue vs. Blue (NATO vs. NATO) battles as well. [Battlefront.com]",62.0,3.2
18183,Disney Sports Soccer,GC,2002.0,Sports,Konami Digital Entertainment,0.03,0.01,0.0,0.0,0.03,2002-11-17,"Disney Sports Soccer takes the fun of a neighborhood soccer game and adds your favorite Disney characters. In three different game modes, including a multiplayer mode, you can use magic, power-ups, and special moves to defeat your opponents. Up to four players can assume the role of Mickey Mouse, Minnie Mouse, Donald Duck, Goofy, or other Disney favorites, and they can compete in a variety of stadiums, including Eagle Summit. You can also exchange items between your Game Boy Advance and GameCube.",75.0,8.0
18185,Cooking Mama 5: Bon Appetit!,3DS,2013.0,Simulation,Office Create,0.0,0.0,0.03,0.0,0.03,2014-09-16,"Nothing Tastes like Mama's Home Cooking. The original kitchen diva that created the cooking genre is set to school you with 60 brand new mouth-watering recipes and over 30 household mini-games. Cook your way through classic fare, exotic cultural dishes and sweet treats to delight the palate. Stylus-based activities will keep you busy around the house and prove to Mama that you've got the culinary chops to play in her kitchen.",60.0,7.6
18187,Raw Danger!,PS2,2006.0,Action,505 Games,0.02,0.01,0.0,0.0,0.03,2007-06-19,"(Also known as ""Disaster Report 2"" or ""Zettai Zetsumei Toshi 2: Itetsuita Kiokutachi"") Players must think on their feet and utilize creative survival skills to have any hope of seeing their family again. Body temperature and health decrease when players are wet or in cold weather too long - they must find places to warm themselves and scrap together meals from whatever they can find. In the end, players must run, climb, jump, and crawl their way out of this devastated city, while constantly trying to piece together information from emergency broadcasts and other victims of the disaster. [Agetec]",63.0,8.8
18188,Arthur and the Invisibles,DS,2007.0,Adventure,Atari,0.03,0.0,0.0,0.0,0.03,2007-01-09,"Directly inspired by the animated film of the same name, Arthur and the Invisibles allows players to relive the adventures depicted in the film, which tells the story of young Arthur who finds the magical adventure of a lifetime in his own backyard. Players assume the role of Arthur and his two companions in their mission to save the Land of the Invisibles and its Minimoy inhabitants destruction. The game incorporates filmmaker Luc Besson's rich Minimoys universe with the same richness and extraordinary visuals of the film. Gameplay is based on the concept of the ""trio"" - each phase of a puzzle or combat requires utilizing the skills of all three characters (Arthur, Selenia and Betameche); Each character has unique but complimentary powers which players must use to their advantage. The three heroes have their own particular objectives, but they must also aid one other; More than 20 hours of gameplay, fighting, puzzles, driving and flying; Players can watch integrated scenes from the film offered in the form of parallel action phases. [Atari]",66.0,6.3
18190,Men of War,PC,2009.0,Strategy,505 Games,0.01,0.02,0.0,0.01,0.03,2009-03-16,"Men of War is a Real-Time Strategy game that takes place during the height of World War II. Intense battles span Europe and North Africa as gamers play as Soviet, Allied or German forces across 19 massive single-player missions. Both online multiplayer and single-player conflicts feature authentic vehicles and weapons of the era and brutal combat that will take players into the heart of the fight. The Direct Control feature allows gamers to command any single unit on the field at any time. Players have complete control over the unit’s actions and can change, upgrade and repair equipment and vehicles. Three evolving storylines in the Soviet, Allied and German armies, comprising 19 missions in total. Realistic models of armament and military equipment recreated in accordance with design drawings and historical documents. Highly detailed WWII environments and characters faithfully recreated with a cutting-edge graphics engine. The single player campaign features a fully customizable user interface. Online play features a unique faction (the Japanese) and numerous gameplay modes including Capture the Flag and High-Value Cargo. [Aspyr Media]",80.0,8.0
18191,Toy Shop,DS,2008.0,Simulation,Majesco Entertainment,0.03,0.0,0.0,0.0,0.03,2008-04-29,"When their grandfather passed away, Mel and Mark were left in charge of his toy shop with the condition that if they couldn’t make it successful within three years, it would be donated to the city. It’s up to you to help the two make toys, satisfy demanding customers, explore the city, and ultimately return their grandfather’s toy shop back to the booming business it once was. [Majesco]",31.0,5.0
18192,Metroid Prime: Federation Force,3DS,2016.0,Action,Nintendo,0.02,0.01,0.01,0.0,0.03,2016-08-19,"Enlist with a four-player local or online squad in this co-operative sci-fi shooter set in the Metroid universe. Hop in a specialized battle Mech suit and work with your teammates to take down enemy forces and complete objective- based missions. Then, take a break and play a fun, pick-up game of Blast Ball with fellow troops.",64.0,5.5
18194,Sonic Boom: Fire & Ice,3DS,2016.0,Platform,Sega,0.03,0.0,0.0,0.0,0.03,2016-09-27,"Sonic the Hedgehog is racing once again in Sonic Boom: Fire & Ice as the game introduces more adventure, speed, exploration, and an all-new fire and ice gameplay element that will help propel the action. The game also features the return of Sonic, Tails, Knuckles, Amy and Sticks. Developed by Sanzaru Games Inc., Sonic Boom: Fire & Ice is a single-player game with collaborative gameplay components that shares key characters, events and lore of the Sonic Boom universe. Players see Sonic and his friends in familiar settings as they embark on a brand new adventure to battle Dr. Eggman as well as an all-new super villain, D-Fekt. The team’s adventures brings them to locations both familiar and new as they explore, race and protect their world. To create an entirely new experience, Sonic Boom: Fire & Ice infuses fire and ice elements throughout gameplay, enabling new abilities to play out in special character moves and interactions with environments. The new title also delivers gameplay that enables players to run through the game at top speed, or take their time with deeper exploration and puzzle play. New to the title is the introduction of Bot Racing, a supplemental game tied to the single-player story that features multiplayer gameplay. The new Bot Racing feature is an extension of Sonic Boom: Fire & Ice that is purely about racing and speed, where a user unlocks character-themed Bots to challenge friends on fast courses or tracks. [Nintendo UK]",62.0,7.2
18197,Tork: Prehistoric Punk,XB,2005.0,Platform,Microsoft Game Studios,0.02,0.01,0.0,0.0,0.03,2005-01-12,"Not even time can stand in the way of Tork. This cave boy must travel through time to find those responsible for kidnapping his father and destroying his village. Not your ordinary hero, Tork can change into three spirit animals: a yeti, an armadillo, or a flying squirrel. As Tork, you must face dinosaurs, gargoyles, robots, and more as you fight your way from the Stone Age to the Age of Fantastical Machines. Dodge avalanches, volcanoes, and machines in a variety of fantastic environments.",62.0,6.2
18198,Neverwinter Nights,PC,2002.0,Role-Playing,Atari,0.0,0.03,0.0,0.01,0.03,2002-06-16,"A hideous evil has awoken in the Forgotten Realms. Now, in order to save the inhabitants of the town of Neverwinter you must uncover a sinister conspiracy, unmask your mysterious betrayer and complete an epic struggle to defeat the powerful forces that look to halt your quest and unleash an evil your people would surely never survive. [Infogrames]",91.0,8.2
18199,The Inner World,PC,2013.0,Adventure,Headup Games,0.0,0.03,0.0,0.0,0.03,2017-03-31,"The Inner World is a wonderfully twisted point-and-click adventure game that takes place in Asposia, a land that defies all laws of physics by existing in an enormous hollow space. Asposia is surrounded by rich soil and ventilated solely through three large wind fountains. When the fountains start running dry, it is up to cheerful yet naive resident, Robert, to solve the mystery behind the wind's disappearance.",77.0,1.9
18203,Sorcery Saga: The Curse of the Great Curry God,PSV,2013.0,Role-Playing,Rising Star Games,0.0,0.0,0.03,0.0,0.03,2013-12-10,"To graduate from the magic academy, Pupuru has to retrieve the Madokyuu from the Mado Tower. However, instead of the relic, she finds a book full of curry recipes inside and releases Ku-chan, a strange creature. For this, she is suspended from school. However, she isn't the type to mope around, since a curry restaurant near the school is facing a crisis, she decides to use the recipes in the book to create Mado-Curry to save the restaurant, and for that, she needs four legendary ingredients. But standing in her way is an evil lord determined to marry her, a jealous witch who sees her as a rival and perverted wizards and heroes.",65.0,7.3
18204,Dance Factory,PS2,2006.0,Action,Codemasters,0.02,0.01,0.0,0.0,0.03,2006-08-29,"Get ready to groove it to any tune you want because the global dance video game phenomena is about to undergo a revolution. Any music CD, any track – the ultimate dance game that generates dance movies from your own music CDs. Dance Factory's unique feature: the game can take any track from any music CD in your entire collection, play it and automatically generate incredible dance routines, played out on-screen for you to groove to on the mat. Superseding previous dance mat games that have had pre-set play lists limited to the licensed tracks on the game disc, Dance Factory offers infinite variety. With Dance Factory, there is no limit to the tunes you can dance to, since any and every CD in your personal collection can be used with the game to create a series of dance steps. You choose the tunes, Dance Factory creates the moves and the party is what you make it – be it Hip Hop, Rock, Disco, whatever. [Codemasters]",56.0,6.1
18205,The Legend of Heroes III: Song of the Ocean,PSP,2006.0,Role-Playing,Namco Bandai Games,0.03,0.0,0.0,0.0,0.03,2007-01-23,"A standalone story set in the rich universe of The Legend of Heroes series, The Legend of Heroes III: Song of the Ocean has players take on the role of Forte, a young musician living in the dark Numeros Empire who sets off on an adventure that could determine the fate of the world. With over 50 hours of gameplay, players take Forte and his group of wandering musicians on a journey to discover a long-forgotten song of mysterious power left behind by a legendary composer. The 100 unique illustrated characters bring the adventure to life and the familiar RPG gameplay lets anyone with a PSP system become a hero. With a unique pet system and the ability to save anywhere, The Legend of Heroes III: Song of the Ocean delivers a classic RPG experience. [Namco Bandai Games]",58.0,7.3
18206,Dungeon Maker: Hunting Ground,PSP,2006.0,Role-Playing,Global A Entertainment,0.03,0.0,0.0,0.0,0.03,2007-06-19,"(Known as ""Chronicle of Dungeon Maker"" in Japan) An ambitious but novice dungeon maker arrives in a small town known to suffer periodic attacks from violent monsters. He buys a vast plot of land at the outskirts of the town to create a grand dungeon in hopes of luring in various enemy monsters which to hunt to collect gold and items. He envisions his complete dungeon to be one so appealing as to lure the legendary Wandering Demon. Defeating this menacing monster would free the townspeople from the fear he casts upon them, while winning acclaim as a true dungeon maker for the ""Architect."" The townspeople are initially skeptical about the Architect's ability to achieve his ultimate goal of building such a dungeon. Over the years, they've watched other such dungeon makers arrive with great plans but ultimately fail -- falling prey to the very monsters they've lured into their dungeons or haphazardly abandoning their creations. However, as the Architect's dungeon grows and improves, luring rarer and more powerful enemies, and he begins bringing back more valuable treasures, the townspeople begin offering support to his mission. Soon the whole town is involved in the dungeon making process; they give advice about the intricacies of dungeon making, sell crucial items, provide weapons and magic spells, treat the Architect when injured, and request various favors to be completed in the expanding dungeon in exchange for generous rewards. Whether the growing hopes of the townspeople and the Architect will be realized all depends on the quality of the dungeon he creates and his developing battle skills. Design and modify a customizable dungeon, floor-by-floor, using simple controls to quickly develop a deep and detailed dungeon. Strategically layout and improve your dungeon to maximize its attractiveness and lure in the most sought-after enemies to take their loot. Fight real-time battles wielding various melee and ranged weapons, casting magic spells, rendering special attacks, and summoning creatures to defeat the wide variety of monsters including undead creatures, orcs, and dragons. Enjoy the vast selection of building materials to customize your dungeon and complete quests to access the rarer items from the wide array of weapons, armors, and accessories to upgrade your warrior. Trade dungeons -- Utilize network connectivity to trade dungeons with a friend. Show off your dungeon creation skills and explore a friend's dungeon to see what kind of monsters and treasures lie inside. [XSEED]",70.0,6.4
18207,Lock On: Modern Air Combat,PC,2003.0,Simulation,Ubisoft,0.0,0.03,0.0,0.01,0.03,2005-07-26,"Feel the power of commanding a modern jet fighter. Fly a variety of combat aircraft in the most graphically rich, audio intense game environment ever created for a combat flight simulator. Lock On: Modern Air Combat combines a broad scope of game play that includes engaging missions, an immersive combat environment, and in-your-face action. Choose from eight U.S. and Russian jets that range from the tank-killing A-10 Warthog and, ground-pounding Su-25 Frogfoot to air superiority fighters like the F-15C Eagle and Su-27 Flanker. Filled with intense campaigns, realistic flight modeling and flexible game options, Lock On will provide unlimited game play action to both novice and veteran flight sim fans. [Ubi Soft]",76.0,7.4
18208,Homeworld 2,PC,2003.0,Strategy,Vivendi Games,0.0,0.03,0.0,0.01,0.03,2003-09-16,"Combining elements of real-time strategy and space combat, Homeworld 2 delivers an evolutionary step in gameplay and technology. Cinematic-quality graphics, stunning special effects, brilliantly rendered ships and an innovative interface combine to create an immersive 3-D experience. [Sierra]",83.0,8.4
18209,Hearts of Iron IV,PC,2016.0,Strategy,Paradox Interactive,0.0,0.03,0.0,0.0,0.03,2016-06-06,"Hearts of Iron IV challenges players to face the brutal conflict of World War II in a multifaceted grand strategy game, where history can be fully relived or rewritten from the perspective of a global superpower attempting to change the world, or a small nation simply trying to survive.",83.0,7.5
18219,Zero Escape: Virtue's Last Reward,3DS,2012.0,Adventure,Rising Star Games,0.03,0.0,0.0,0.0,0.03,2012-10-23,"Zero Escape: Virtue's Last Reward has players taking on the Nonary Game again, as it's back and more deadly than ever.",88.0,8.7
18221,Darkstalkers Resurrection,PS3,2013.0,Fighting,Capcom,0.0,0.0,0.03,0.0,0.03,2013-03-13,"Highlighting a dynamic cast characters taking part in fast-paced fighting action, Darkstalkers Resurrection contains 2 games (Night Warriors: Darkstalkers Revenge and Darkstalkers 3) in one package. Each game has a bunch of features added including robust GGPO-enabled online game play, HD graphical filtering with multiple viewing options, replay sharing, Spectator Mode, in-game achievements, Challenge/Tutorial Mode and an un-lockable vault filled with concept artwork, videos and more.",82.0,6.6
18223,Take On Helicopters,PC,2011.0,Simulation,Unknown,0.0,0.02,0.0,0.01,0.03,2011-10-16,"Built upon over 10 years of experience, Take On Helicopters immerses players within beautifully rich landscapes and an authentic helicopter experience.",70.0,6.7
18224,Empire Earth II,PC,2005.0,Strategy,Vivendi Games,0.0,0.03,0.0,0.0,0.03,2005-04-26,"Prepare to serve up worldwide conquest on an epic scale once again with Empire Earth 2. Become the greatest conqueror of all time by creating, building and forging the grandest of all empires as you progress through 15 epochs that span more than 10,000 years of history. Introducing new units, powers and leaders through 3 expansive campaigns, Empire Earth 2 will once again set the standard for real-time strategy games with the latest technology and features that expand both the single-player and multiplayer experience. Relive more than 10,000 years of history as you lead one of 14 different civilizations spanning 3 distinct campaigns that feature all-new units, powers and leaders under your control. Challenge an all-new reactive and dynamic artificial intelligence system that will adapt to your every move and test the limits of your strategic warfare knowledge. Adapt to ever-changing weather conditions and constantly revolving seasons that will impact your civilization's growth and necessitate new tactical initiatives. Engage your opponents over a LAN or the Internet within nine types of games featuring improved tournament support, multiplayer co-operative scenarios and all-new features including a new reward system for demonstrating superior military, economic, and empire-expanding strategies and a tactical planning map to coordinate efforts with your team. [Vivendi Universal]",79.0,7.2
18225,Knights of Honor,PC,2004.0,Strategy,Sunflowers,0.0,0.02,0.0,0.01,0.03,2005-06-06,For the first time Knights of Honor will bring you the excitement of a true Empire Conquering Simulation in Real-Time. A unique Knights-management system will offer you brand new possibilities to enhance your personal strategy. Never lose sight of your goal - to rule all of Europe.,77.0,8.8
18226,Away: Shuffle Dungeon,DS,2008.0,Role-Playing,Majesco Entertainment,0.02,0.0,0.0,0.0,0.03,2008-10-30,"For over 100 years the people of Webb village have been mysteriously disappearing one by one. Two years ago, a young man named Sword came to the village looking to settle down. Noticing the lack of people and occasional disappearances, he grew curious about their cause. He also befriended Anella, a kind girl who loves hearing stories of Sword’s past. Suddenly, the mysterious “unknown” came and took all of the remaining villagers except for Sword because the brave Anella sacrificed herself to save him. As Sword, you must right this wrong and save as many missing villagers as you can. With an unknown evil “spiriting away” all of the village’s people, Sword must bring them home safely and unravel the mystery of AWAY. Use various items to reveal entrances to unknown dungeons where the villagers are being held. Rescue them and repopulate the town by using your new friends to assist you in your quest. [Majesco]",65.0,6.8
18227,Galleon: Islands of Mystery,XB,2004.0,Action,SCi,0.02,0.01,0.0,0.0,0.03,2004-08-03,"Galleon takes you from the bustling port of Akbah to islands populated with giant monsters, evil slave lords, and damsels in distress. You'll follow Captain Rhama Sabrier as he investigates the origins of a mysterious ship that could hold the key to incredible powers and untold wealth. Rhama's journey takes you to six island locations filled with action, exploration, and challenges. While the landscape can be harsh, you'll have Rhama's backflip and climbing skills and the abilities of your crew members to aid you on your journey.",67.0,6.7
18228,Sunny Garcia Surfing,PS2,2001.0,Sports,Ubisoft,0.02,0.01,0.0,0.0,0.03,2001-10-22,"Drop-in on a gnarly Fiddlesticks 30-foot wave of have fun sessions with Sandy Beach?s 3-4 foot sets as one of 9 world-class surfers. Packed with ultra-realistic moves, players will be stoked as they pull off round-house cutbacks, lippers, floaters, and catch unreal barrel rides. [Ubi Soft]",61.0,7.9
18229,Bad Apple Wars,PSV,2015.0,Action,Idea Factory,0.0,0.0,0.03,0.0,0.03,2017-10-13,"After a sudden car accident on her first day of school, the protagonist finds herself in the afterlife, standing before a strange school for lost souls. The confounded protagonist attends the school’s opening ceremony. Then, chaos strikes…",78.0,7.1
18230,Go! Go! Hypergrind,GC,2003.0,Sports,Atlus,0.02,0.01,0.0,0.0,0.03,2003-11-18,"SPUMCO is holding auditions for an upcoming action feature called Hypergrind, in which the main character will be an animated skateboarder capable of performing wild tricks. As the character of your choice, you'll enroll in SPUMCO's newly founded stunt school where you'll compete against other outrageous characters while pulling off fantastic tricks on eight movie sets. The one to graduate at the top of the class earns the right to star in the upcoming show. How well you perform during the audition process and in stunt school will determine how lucrative a contract you're offered.",67.0,5.8
18231,Hot Pixel,PSP,2007.0,Puzzle,Atari,0.03,0.0,0.0,0.0,0.03,2007-10-02,"(Also known as ""HOT PXL"") Hot Pixel follows Djon, a skateboarder, through a loosely structured central storyline which is packed with challenges--in the form of some 200 minigames, which require players to draw on their reflexes and 2D gaming prowess. The various obstacles Djon must successfully negotiate include performing tricks on a BMX bike, stagediving at a punk-rock show, playing an in-game video game, and just trying to cross a busy digital street. HOT PXL's minigame library can be updated with downloads via the PSP's wireless Internet functionality.",55.0,7.0
18232,S.L.A.I.: Steel Lancer Arena International,PS2,2005.0,Simulation,Konami Digital Entertainment,0.01,0.01,0.0,0.0,0.03,2005-09-21,"Konami brings the first online mech combat game to the PS2 with SLAI: Phantom Crash. This fast paced mech action is the sport of the future, where players pilot their customized mechs to win cash and worldwide dominance. Over 1 million possible mech configurations and phantom stealth abilities make this one mech party you'll have to crash. Tune up robots using weapons, armor, and accessories. Use optical camouflage to gain a tactical advantage during battles. Features multiple futuristic, big city battlefields. Single and 2-player battles, as well as a 4-player online mode. [Konami]",66.0,8.2
18234,Atelier Shallie Plus: Alchemists of the Dusk Sea,PSV,2016.0,Role-Playing,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,2017-01-17,"Choose to play as either the reserved, mission-focused Shallistera or as ambitious, energetic Shallotte. While their personalities and appearance are drastically different, both girls share the nickname ""Shallie."" Shallistera is the daughter of a tribal leader who embarks on a voyage to find a solution to the crisis affecting her homeland. Shallotte, on the other hand, has been struggling to bring success to the alchemy workshop since the passing of her father. Uncover each of their journeys using the dual main character system, which has been improved with multiple separate stories and endings for Shallistera and Shallotte.",78.0,7.8
18235,Sins of a Solar Empire,PC,2008.0,Strategy,Pinnacle,0.0,0.02,0.0,0.01,0.03,2008-02-04,"Sins of a Solar Empire represents the birth of the RT4X genre, seamlessly blending spectacular tactical combat with grand-scale space strategy. Players must conquer worlds, engage in diplomacy and trade with other civilizations, and use the resources at their disposal to enhance their economy, develop new technology and increase military power. They must then test their mettle on a 3D tactical battlefield, where their ships will fight it out in stunning visual glory. [Stardock]",87.0,8.2
18236,Graffiti Kingdom,PS2,2004.0,Role-Playing,505 Games,0.01,0.01,0.0,0.0,0.03,2005-07-28,"(Also known as ""Magic Pengel 2"") Players take on the role of Prince Pixel, who is on a quest to save his parents and restore Canvas Kingdom back to its normal form after an ancient evil transformed it into a labyrinth full of danger. On his quest, the heroic young Prince finds a companion, 'Box Dog', who aids and accompanies him in his many quests. At the start of his adventure, Prince Pixel finds a magic wand that allows him to bring anything he draws to life. The wand also enables him to temporarily take the shape of any enemy encountered and learn their powers. Prince Pixel can become anything the player draws and transform between three additional different creatures at any given time. As Prince Pixel advances through the game, he gets stronger, tougher, and more skilled. Players also benefit from experience by acquiring more drawing tools and abilities. By the end of the game, players can literally re-create any creature that they've seen in the game with an incredibly easy-to-use drawing program. The game allows the user to draw straight lines as well, so even someone with no drawing skills whatsoever can create just about anything. Players use their imagination to battle their way through levels or creatively solve puzzles. [HOT-B]",71.0,7.1
18237,Klonoa 2: Dream Champ Tournament,GBA,2002.0,Platform,Namco Bandai Games,0.02,0.01,0.0,0.0,0.03,2005-02-23,"Floppy-eared hero Klonoa returns in another fast-paced, colorful side-scrolling adventure for the Game Boy Advance. In his latest challenge, Klonoa must race against time and other dream travelers in the Dream Champ Tournament to collect stars, sun and moon stones to become the ultimate Dream Champion. Combining platform, puzzle and adventure elements, Klonoa 2: Dream Champ Tournament is just the adventure fans of the series have been anticipating. Explore the intricate and puzzle-packed worlds where you’ll meet a wide variety of interesting creatures! Solve Fiendishly-Designed Puzzles — Use Boxes, Bomb Boxes, Switches, Pressure Switches, Goomis, Springs and Scales in your quest for glory. Hoverboard Races — Each world contains a fast-paced thrill ride of gem collecting fun! Master your Skills to Win — Klonoa must prove his skills against other dream travelers in the Dream Champ Tournament.",78.0,8.6
18238,Shantae and the Pirate's Curse,3DS,2015.0,Platform,Intergrow,0.0,0.0,0.03,0.0,0.03,2018-03-20,"Embark on a brand new adventure which teams Shantae with her arch nemesis, Risky Boots! When a curse falls upon Sequin Land, Risky Boots and Shantae must join forces to battle unimaginable evil. Shantae must give up her job as Scuttle Towns ""Guardian Genie"" and become a pirate if she hopes to get her magic back and save the day. As a pirate, Shantae gains new weapons and tools to advance her quest and power through monsters! * Flintlock Pistol (blast enemies and switches from afar) * Pirate Hat (glide on the wind using this enormous headwear) * Risky's Boots (run at super speeds! Chain your attacks as you dash through enemies & over lava) * Cannon (blast yourself into the air on a belch of black powder) Core Gameplay Components: * Whipping! Destroy monsters, topple bosses, and solve puzzles with your hair * Platforming! Run and jump through deviously designed levels * Exploring! Navigate a world of interconnected levels and Labyrinths * Belly Dancing! Dance with your Magic Lamp to suck up magic and items * Customizing! Earn new abilities, unlock stat-boosting artifacts, magic & costumes * Storytelling! Flirtatious characters and wonderfully off-beat humor",86.0,8.3
18243,The Peanuts Movie: Snoopy's Grand Adventure,3DS,2015.0,Action,Activision,0.0,0.03,0.0,0.0,0.03,2015-11-03,"In The Peanuts Movie: Snoopy’s Grand Adventure, Snoopy explores the fantastical worlds of his imagination to track down Charlie Brown and his friends in an intricate game of hide-and-seek.",60.0,5.6
18246,Power Rangers Super Megaforce,3DS,2014.0,Action,Namco Bandai Games,0.01,0.01,0.0,0.0,0.03,2014-10-28,"Go, Go, Super Megaforce! The Ruthless Prince Vekar has arrived with his massive alien Armada to conquer Earth. To face this new evil threat, the MEGAFORCE RANGERS utilize special Morphers and Keys, which allow them to morph into the SUPER MEGAFORCE RANGERS! Using these special Keys, you'll have the incredible ability to play as Legendary Rangers from the past, gaining access to their amazing powers and weapons. Can you channel your inner Super Megaforce to stop the evil Prince Vekar once and for all?",43.0,5.0
18250,CIMA: The Enemy,GBA,2003.0,Role-Playing,Marvelous Interactive,0.02,0.01,0.0,0.0,0.03,2003-11-17,"For decades, the human race and the CIMA race have been in constant conflict with one another. As Ark J, your mission is to guard the gate between the two worlds, protect your appointed town, and ultimately, find peace. You'll progress through a nonlinear storyline while solving puzzles, exploring worlds, and battling enemies. The game includes a combat system that features both action and strategy elements. Another feature lets you activate non-playable characters to help you accomplish your goals.",70.0,8.2
18251,GTR Evolution,PC,2008.0,Racing,Atari,0.0,0.02,0.0,0.01,0.03,2008-09-01,"In addition to many other tracks, players of GTR Evolution will drive the modern version of the monumental track of Nürburgring Nordschleife along with the Nürburgring GP layout. Dubbed ""The Green Hell"" by racing legend Jackie Stewart, the track is revered and feared as the most difficult and treacherous track ever built. GTR Evolution for PC comes with 22 GT car models in 3 different classes plus a selection of exclusive production cars. Further to this SimBin adds WTCC Extreme, tuned concept cars based on the FIA WTCC cars. [SimBin]",83.0,7.8
18252,Downstream Panic!,PSP,2008.0,Action,Atari,0.03,0.0,0.0,0.0,0.03,2008-02-05,"The game offers unpredictable, fast-paced, tactical puzzle-action that places players in the position of a sea-creature preservationist out to save the world from a fantastic cyclone that has blasted the world's fish into the Earth's atmosphere. It is up to the player to protect fish from land, predators and other obstacles through the use of a variety of innovative tools as they guide fish on their descent back into the ocean. In Downstream Panic! players save their scaly sea-friends in more than 80 different levels with five different customizable environments. Three different game modes (adventure, free play and survival) bring more of a challenge to the aquatic mix. [Atari]",77.0,8.0
18253,Braid,PC,2009.0,Platform,Number None,0.0,0.02,0.0,0.01,0.03,2008-08-06,"[Xbox Live Arcade] Braid is a puzzle-platformer, drawn in a painterly style, where the player manipulates the flow of time in strange and unusual ways. From a house in the city, journey to a series of worlds and solve puzzles to rescue an abducted princess. In each world, you have a different power to affect the way time behaves, and it is time's strangeness that creates the puzzles. The time behaviors include: the ability to rewind, objects that are immune to being rewound, time that is tied to space, parallel realities, time dilation, and perhaps more. Braid treats your time and attention as precious; there is no filler in this game. Every puzzle shows you something new and interesting about the game world. Braid is a 2-D platform game where you can never die and never lose. Despite this, Braid is challengingâ??but the challenge is about solving puzzles, rather than forcing you to replay tricky jumps. Travel through a series of worlds searching for puzzle pieces, then solving puzzles by manipulating time: rewinding, creating parallel universes, setting up pockets of dilated time. The gameplay feels fresh and new; the puzzles are meant to inspire new ways of thinking. [Microsoft]",93.0,8.5
18257,Atomic Betty,GBA,2005.0,Puzzle,Atari,0.02,0.01,0.0,0.0,0.03,2005-10-25,"Betty has a lot more to handle than most little girls. To her friends and family, she is your average, girl-next-door, but when the galaxy beckons, she becomes Atomic Betty, Galactic Guardian and Defender of the Cosmos. With the help of her trusty sidekicks, Sparky and X-5, Betty must save the galaxy from the evil Maximus I.Q., while at the same time saving her reputation on Earth from the scheming of her archrival, Penelope. ""Atomic Betty's"" five playable characters, rocket ship travel, selectable gadgets and weapons, and fast-paced story bring the cartoon hit to life.",62.0,7.9
18258,Street Jam Basketball,GBA,2004.0,Sports,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03,2004-04-25,"Street Jam Basketball features intense three-on-three street ball. You'll select your team from a roster of more than 40 different characters--each with a different style, speed, and special dunks. Take your players throughout more than 20 tournaments while climbing from beginner to violence mode. Playground locations include the streets, abandoned buildings, the docks, the park, the sea, the roof, and a skyscraper. Street Jam Basketball also features stamina bars, team managing statistics, and a multiplayer mode.",35.0,6.5
